"","Year","Month","GEO","Value"
"491",2001," Nov","Vancouver.Island"," $87.66"
"492",2001," Dec","Vancouver.Island"," $86.96"
"493",2001," Jan","Whistler.Resort.Area"," $247.39"
"494",2001," Feb","Whistler.Resort.Area"," $285.93"
"495",2001," Mar","Whistler.Resort.Area"," $280.2"
"496",2001," Apr","Whistler.Resort.Area"," $189.14"
"497",2001," May","Whistler.Resort.Area"," $136.16"
"498",2001," Jun","Whistler.Resort.Area"," $156.13"
"499",2001," Jul","Whistler.Resort.Area"," $160.91"
"500",2001," Aug","Whistler.Resort.Area"," $157.74"
"501",2001," Sep","Whistler.Resort.Area"," $128.44"
"502",2001," Oct","Whistler.Resort.Area"," $114.68"
"503",2001," Nov","Whistler.Resort.Area"," $130.57"
"504",2001," Dec","Whistler.Resort.Area"," $251.99"
"505",2001," Jan","Windsor"," $105.78"
"506",2001," Feb","Windsor"," $105.12"
"507",2001," Mar","Windsor"," $112.05"
"508",2001," Apr","Windsor"," $104.72"
"509",2001," May","Windsor"," $107.41"
"510",2001," Jun","Windsor"," $114.83"
"511",2001," Jul","Windsor"," $112.35"
"512",2001," Aug","Windsor"," $111.82"
"513",2001," Sep","Windsor"," $104.67"
"514",2001," Oct","Windsor"," $99.62"
"515",2001," Nov","Windsor"," $98.47"
"516",2001," Dec","Windsor"," $102.27"
"517",2001," Jan","Winnipeg"," $92.87"
"518",2001," Feb","Winnipeg"," $93.37"
"519",2001," Mar","Winnipeg"," $92.72"
"520",2001," Apr","Winnipeg"," $96.66"
"521",2001," May","Winnipeg"," $96.62"
"522",2001," Jun","Winnipeg"," $100.4"
"523",2001," Jul","Winnipeg"," $97.53"
"524",2001," Aug","Winnipeg"," $93.31"
"525",2001," Sep","Winnipeg"," $97.77"
"526",2001," Oct","Winnipeg"," $97.45"
"527",2001," Nov","Winnipeg"," $96.59"
"528",2001," Dec","Winnipeg"," $87.96"
"529",2002," Jan","Alberta.Resorts"," $143.4"
"530",2002," Feb","Alberta.Resorts"," $144.39"
"531",2002," Mar","Alberta.Resorts"," $152.09"
"532",2002," Apr","Alberta.Resorts"," $132.51"
"533",2002," May","Alberta.Resorts"," $174.2"
"534",2002," Jun","Alberta.Resorts"," $260.11"
"535",2002," Jul","Alberta.Resorts"," $284.74"
"536",2002," Aug","Alberta.Resorts"," $281.8"
"537",2002," Sep","Alberta.Resorts"," $246.49"
"538",2002," Oct","Alberta.Resorts"," $154.02"
"539",2002," Nov","Alberta.Resorts"," $121.41"
